id_siswa,usia,jenis_kelamin,jurusan,ipk,beban_mata_kuliah,rata_rata_nilai_mata_kuliah,tingkat_kehadiran,status_studi,login_lms_bulan_lalu,rata_rata_durasi_sesi_menit,tingkat_pengumpulan_tugas,jumlah_partisipasi_forum,tingkat_penyelesaian_video,tingkat_risiko
S1468,23,Laki-laki,Bisnis,2.06,3,60.3,0.94,Aktif,3,50,0.81,1,0.97,Tinggi
S1469,21,Laki-laki,Ilmu Komputer,2.89,5,80.7,0.88,Aktif,34,19,0.53,18,0.56,Sedang
S1470,18,Perempuan,Bisnis,3.01,6,61.5,0.8,Aktif,35,71,0.77,16,0.62,Sedang
S1471,22,Laki-laki,Teknik,2.23,5,82.8,0.7,Aktif,30,35,0.95,17,0.95,Tinggi
S1472,19,Perempuan,Teknik,2.34,3,96.8,0.95,Aktif,24,77,0.85,16,0.59,Tinggi
S1473,18,Lainnya,Teknik,2.7,3,98.7,0.83,Lulus,12,33,0.9,1,0.84,Sedang
S1474,19,Perempuan,Bisnis,3.52,3,81.6,0.69,Cuti,17,87,0.84,18,0.77,Tinggi
S1475,25,Perempuan,Seni,3.01,4,78.3,0.71,Cuti,20,50,0.6,0,0.54,Tinggi
S1476,25,Lainnya,Bisnis,3.28,5,97.8,0.92,Lulus,0,74,0.56,10,0.64,Rendah
S1477,24,Laki-laki,Ilmu Komputer,3.97,4,86.9,0.62,Lulus,35,26,0.91,9,0.76,Tinggi
S1478,25,Perempuan,Seni,3.54,3,62.6,1.0,Aktif,7,33,0.85,4,0.93,Rendah
S1479,23,Perempuan,Teknik,2.87,6,78.6,0.65,Aktif,20,36,0.79,15,0.85,Tinggi
S1480,25,Lainnya,Bisnis,2.89,5,69.6,0.92,Lulus,20,16,0.59,4,0.81,Sedang
S1481,20,Laki-laki,Teknik,3.24,4,78.8,0.76,Aktif,26,82,0.8,11,0.75,Sedang
S1482,22,Perempuan,Teknik,3.33,5,78.2,0.8,Cuti,18,21,0.52,3,0.65,Sedang
S1483,23,Lainnya,Ilmu Komputer,3.0,6,83.3,0.95,Cuti,22,12,0.56,5,0.56,Rendah
S1484,18,Perempuan,Seni,3.29,4,74.3,0.77,Aktif,34,88,0.66,18,0.7,Sedang
S1485,24,Lainnya,Ilmu Komputer,2.05,3,66.6,0.81,Aktif,39,19,0.72,8,0.51,Tinggi
S1486,24,Laki-laki,Ilmu Komputer,2.86,4,80.1,0.62,Aktif,4,42,0.56,11,0.61,Tinggi
S1487,24,Laki-laki,Ilmu Komputer,2.56,5,93.2,0.6,Cuti,7,55,0.56,14,0.72,Tinggi
S1488,18,Laki-laki,Teknik,2.26,5,86.6,0.7,Aktif,10,68,0.86,15,0.71,Tinggi
S1489,18,Laki-laki,Ilmu Komputer,2.2,5,73.5,0.87,Lulus,15,61,0.78,12,0.52,Tinggi
S1490,18,Perempuan,Ilmu Komputer,3.21,5,97.4,0.65,Aktif,38,15,0.77,6,0.79,Tinggi
S1491,18,Perempuan,Seni,3.05,3,96.5,0.65,Lulus,23,11,0.73,19,0.77,Tinggi
S1492,24,Laki-laki,Seni,2.51,4,68.4,0.76,Aktif,20,38,0.99,3,0.54,Sedang
S1493,24,Laki-laki,Ilmu Komputer,2.94,3,61.6,0.86,Aktif,22,49,0.52,10,0.97,Sedang
S1494,19,Laki-laki,Seni,2.98,3,89.7,0.88,Cuti,37,70,0.59,7,0.55,Sedang
S1495,23,Perempuan,Seni,2.39,3,93.1,0.67,Lulus,7,77,0.82,5,0.93,Tinggi
S1496,22,Laki-laki,Ilmu Komputer,3.3,5,98.7,0.63,Lulus,6,77,0.57,9,0.5,Tinggi
S1497,25,Laki-laki,Teknik,3.56,5,95.6,0.98,Lulus,1,38,0.79,6,0.94,Rendah
S1498,25,Laki-laki,Ilmu Komputer,3.58,5,84.0,0.7,Cuti,29,71,0.78,6,0.51,Tinggi
S1499,20,Lainnya,Seni,3.2,4,81.2,0.94,Lulus,12,69,0.99,3,0.88,Rendah
S1500,24,Laki-laki,Teknik,3.02,6,61.1,0.95,Cuti,22,50,0.94,2,0.68,Rendah
S1501,20,Lainnya,Bisnis,2.12,5,69.9,0.91,Aktif,28,74,0.97,6,0.87,Tinggi
S1502,23,Lainnya,Teknik,2.58,4,78.4,0.67,Aktif,37,73,0.56,3,0.7,Tinggi
S1503,23,Laki-laki,Seni,2.19,5,85.1,0.93,Lulus,36,88,0.93,12,0.54,Tinggi
S1504,20,Lainnya,Teknik,3.93,5,82.3,0.91,Aktif,19,72,0.56,19,0.88,Rendah
S1505,24,Laki-laki,Ilmu Komputer,2.27,3,89.7,0.84,Aktif,32,57,0.82,16,0.54,Tinggi
S1506,20,Perempuan,Bisnis,2.3,3,71.2,0.73,Lulus,28,29,0.86,6,0.96,Tinggi
S1507,25,Perempuan,Bisnis,3.78,3,82.6,0.71,Aktif,14,46,0.58,16,0.53,Tinggi
S1508,19,Perempuan,Bisnis,3.89,4,63.5,0.65,Lulus,22,73,0.82,3,0.74,Tinggi
S1509,25,Perempuan,Seni,3.53,6,76.5,0.8,Lulus,2,14,0.53,10,0.86,Sedang
S1510,21,Lainnya,Seni,2.01,6,90.0,0.83,Aktif,36,43,0.65,2,0.7,Tinggi
S1511,24,Laki-laki,Bisnis,2.0,4,87.7,0.74,Aktif,28,48,0.96,10,0.61,Tinggi
S1512,24,Laki-laki,Teknik,2.76,5,99.6,0.79,Aktif,7,76,0.59,2,0.88,Sedang
S1513,22,Laki-laki,Bisnis,2.29,4,71.1,0.75,Aktif,21,71,0.53,11,0.89,Tinggi
S1514,18,Perempuan,Teknik,2.04,5,79.9,0.86,Aktif,28,33,0.72,0,0.96,Tinggi
S1515,21,Perempuan,Teknik,2.93,4,73.2,0.96,Cuti,1,12,0.93,3,0.69,Sedang
S1516,23,Laki-laki,Seni,3.89,4,77.6,0.67,Aktif,0,80,0.54,13,0.75,Tinggi
S1517,24,Perempuan,Teknik,2.65,4,94.3,0.75,Cuti,19,76,0.68,0,0.68,Sedang
S1518,20,Laki-laki,Bisnis,3.32,6,87.4,0.66,Lulus,20,88,0.95,13,0.63,Tinggi
S1519,21,Laki-laki,Seni,3.3,3,95.3,0.85,Aktif,36,59,0.56,12,0.88,Rendah
S1520,22,Laki-laki,Ilmu Komputer,2.5,4,68.1,0.89,Aktif,7,38,0.66,12,0.67,Sedang
S1521,23,Laki-laki,Ilmu Komputer,3.3,6,94.9,0.97,Aktif,26,83,0.89,14,0.71,Rendah
S1522,18,Laki-laki,Seni,2.42,3,62.4,0.71,Lulus,34,41,0.77,16,0.7,Tinggi
S1523,18,Laki-laki,Bisnis,2.24,3,95.5,0.98,Cuti,5,48,0.92,11,0.86,Tinggi
S1524,22,Laki-laki,Ilmu Komputer,3.4,4,73.2,0.63,Cuti,18,18,0.56,13,0.96,Tinggi
S1525,22,Perempuan,Ilmu Komputer,2.23,5,72.6,0.84,Aktif,17,23,0.96,11,0.83,Tinggi
S1526,20,Laki-laki,Teknik,3.99,5,80.5,0.62,Aktif,0,77,0.97,17,0.74,Tinggi
S1527,24,Laki-laki,Teknik,2.37,5,97.6,0.96,Aktif,24,73,0.58,3,0.89,Tinggi
S1528,18,Perempuan,Bisnis,3.19,4,61.9,0.81,Aktif,26,29,0.52,13,0.82,Sedang
S1529,23,Perempuan,Seni,2.82,5,74.1,0.87,Lulus,6,37,0.99,18,0.53,Sedang
S1530,21,Perempuan,Bisnis,2.25,6,94.3,0.93,Aktif,28,23,0.74,12,0.55,Tinggi
S1531,23,Laki-laki,Seni,2.06,6,75.8,0.66,Lulus,30,53,0.79,17,0.52,Tinggi
S1532,19,Lainnya,Ilmu Komputer,3.25,6,68.0,0.62,Aktif,35,86,0.81,10,0.73,Tinggi
S1533,19,Lainnya,Teknik,3.61,6,77.0,0.95,Cuti,18,48,0.89,5,0.91,Rendah
S1534,22,Perempuan,Bisnis,3.68,3,75.4,0.73,Cuti,5,37,0.91,8,0.66,Tinggi
S1535,20,Lainnya,Bisnis,2.97,6,96.6,0.65,Aktif,24,73,0.6,11,0.69,Tinggi
S1536,19,Perempuan,Seni,3.55,5,90.5,0.79,Aktif,30,41,0.62,18,0.95,Sedang
S1537,18,Laki-laki,Seni,3.35,4,80.2,0.84,Lulus,8,18,0.94,13,0.92,Sedang
S1538,23,Lainnya,Bisnis,3.45,5,99.5,0.61,Aktif,19,37,0.91,14,0.83,Tinggi
S1539,23,Laki-laki,Seni,2.99,6,78.6,0.71,Aktif,9,26,0.81,10,0.63,Tinggi
S1540,22,Lainnya,Bisnis,3.27,3,62.3,0.61,Aktif,36,86,1.0,5,0.56,Tinggi
S1541,24,Laki-laki,Bisnis,3.61,6,70.5,0.77,Cuti,26,64,0.87,13,0.51,Sedang
S1542,24,Lainnya,Bisnis,2.8,4,77.4,0.96,Lulus,12,19,0.61,2,0.55,Sedang
S1543,21,Laki-laki,Ilmu Komputer,3.61,5,66.3,0.99,Cuti,1,89,0.92,18,0.65,Rendah
S1544,22,Laki-laki,Seni,3.18,4,97.9,0.85,Lulus,20,15,0.71,19,0.78,Rendah
S1545,25,Lainnya,Teknik,2.33,4,90.7,0.66,Cuti,32,57,0.52,10,0.53,Tinggi
